都市コード,都市名,国名
IXQ,KAMALPUR,India (including Andaman Isl.)
IXR,RANCHI,India (including Andaman Isl.)
IXS,SILCHAR,India (including Andaman Isl.)
IXT,PASIGHAT,India (including Andaman Isl.)
IXU,AURANGABAD,India (including Andaman Isl.)
IXV,ALONG,India (including Andaman Isl.)
IXW,JAMSHEDPUR,India (including Andaman Isl.)
IXY,KANDLA,India (including Andaman Isl.)
IXZ,PORT BLAIR,India (including Andaman Isl.)
IYK,INYOKERN,United States of America
IZM,IZMIR,Turkey
IZO,IZUMO,Japan
IZT,IXTEPEC,Mexico
JAA,JALALABAD,Afghanistan
JAB,JABIRU,Australia
JAC,JACKSON,United States of America
JAE,JAEN,Peru
JAF,JAFFNA,Sri Lanka
JAG,JACOBABAD,Pakistan
JAH,AUBAGNE,France
JAI,JAIPUR,India (including Andaman Isl.)
JAL,JALAPA,Mexico
JAN,JACKSON,United States of America
JAQ,JACQUINOT BAY,Papua New Guinea
JAT,JABOT ISLAND,Marshall Islands
JAU,JAUJA,Peru
JAV,ILULISSAT,Greenland
JAX,JACKSONVILLE,United States of America
JBB,JEMBER,Indonesia
JBR,JONESBORO,United States of America
JCB,JOACABA,Brazil
JCH,QASIGIANNGUIT,Greenland
JCK,JULIA CREEK,Australia
JCM,JACOBINA,Brazil
JCU,CEUTA,Spain and Canary Islands
JDF,JUIZ DE FORA,Brazil
JDH,JODHPUR,India (including Andaman Isl.)
JDO,JUAZEIRO DO NORTE,Brazil
JDZ,JINGDEZHEN,"China, People’s Republic of"
JED,JEDDAH,Saudi Arabia
JEE,JEREMIE,Haiti
JEF,JEFFERSON CITY,United States of America
JEG,AASIAAT,Greenland
JEJ,JEH ISLAND,Marshall Islands
JEQ,JEQUIE,Brazil
JER,JERSEY,United Kingdom
JFR,PAAMIUT,Greenland
JGA,JAMNAGAR,India (including Andaman Isl.)
JGB,JAGDALPUR,India (including Andaman Isl.)
JGD,JIAGEDAQI,"China, People’s Republic of"
JGN,JIAYUGUAN,"China, People’s Republic of"
JGO,QEQERTARSUAQ,Greenland
JGR,KANGILINNGUIT,Greenland
JGS,JI'AN,"China, People’s Republic of"
JHB,JOHOR BAHRU,Malaysia
JHC,GARDEN CITY,United States of America
JHG,JINGHONG,"China, People’s Republic of"
JHM,KAPALUA,United States of America
JHQ,SHUTE HARBOUR,Australia
JHS,SISIMIUT,Greenland
JHW,JAMESTOWN,United States of America
JIA,JUINA,Brazil
JIB,DJIBOUTI,Djibouti
JIC,JINCHANG,"China, People’s Republic of"
JIJ,JIJIGA,Ethiopia
JIK,IKARIA ISLAND,Greece
JIL,JILIN,"China, People’s Republic of"
JIM,JIMMA,Ethiopia
JIN,JINJA,Uganda
JIQ,QIANJIANG,"China, People’s Republic of"
JIR,JIRI,Nepal
JIU,JIUJIANG,"China, People’s Republic of"
JIW,JIWANI,Pakistan
JJD,CRUZ,Brazil
JJI,JUANJUI,Peru
JJN,JINJIANG,"China, People’s Republic of"
JJU,QAQORTOQ,Greenland
JKG,JONKOPING,Sweden
JKH,CHIOS,Greece
JKL,KALYMNOS ISLAND,Greece
JKR,JANAKPUR,Nepal
JKT,JAKARTA,Indonesia
JLD,LANDSKRONA,Sweden
JLN,JOPLIN,United States of America
JLR,JABALPUR,India (including Andaman Isl.)
JMB,JAMBA,Angola
JMC,SAUSALITO,United States of America
JMJ,LANCANG,"China, People’s Republic of"
JMK,MYKONOS,Greece
JMO,JOMSOM,Nepal
JMS,JAMESTOWN,United States of America
JMU,JIAMUSI,"China, People’s Republic of"
JNA,JANUARIA,Brazil
JNB,JOHANNESBURG,South Africa
JNG,JINING,"China, People’s Republic of"
JNI,JUNIN,Argentina
JNN,NANORTALIK,Greenland
JNS,NARSAQ,Greenland
JNU,JUNEAU,United States of America
JNX,NAXOS,Greece
JNZ,JINZHOU,"China, People’s Republic of"
JOE,JOENSUU,Finland
JOG,YOGYAKARTA,Indonesia
JOI,JOINVILLE,Brazil
JOK,YOSHKAR-OLA,Russia (in Europe)
JOL,JOLO,Philippines
JON,JOHNSTON ISLAND,"United States Minor Outlying Islands (includes Johnston Atoll, Midway Islands, Wake Is.)"
JOP,JOSEPHSTAAL,Papua New Guinea
JOS,JOS,Nigeria
JPA,JOAO PESSOA,Brazil
JPR,JI-PARANA,Brazil
JQA,QAARSUT,Greenland
JQE,JAQUE,Panama
JRH,JORHAT,India (including Andaman Isl.)
JRO,KILIMANJARO,Tanzania
JRS,JERUSALEM,Afghanistan
JSA,JAISALMER,India (including Andaman Isl.)
JSH,SITEIA,Greece
JSI,SKIATHOS,Greece
JSJ,JIANSANJIANG,"China, People’s Republic of"
JSM,JOSE DE SAN MARTIN,Argentina
JSO,SODERTALJE,Sweden
JSR,JESSORE,Bangladesh
JSS,SPETSAI ISLAND,Greece
JST,JOHNSTOWN,United States of America
JSU,MANIITSOQ,Greenland
JSY,SYROS ISLAND,Greece
JTC,BAURU,Brazil
JTI,JATAI,Brazil
JTR,THIRA,Greece
JTY,ASTYPALAIA ISLAND,Greece
JUA,JUARA,Brazil
JUA,JUARA,Brazil
JUB,JUBA,South Sudan
JUH,CHIZHOU,"China, People’s Republic of"
JUI,JUIST,Germany
JUJ,JUJUY,Argentina
JUL,JULIACA,Peru
JUM,JUMLA,Nepal
JUO,JURADO,Colombia
JUV,UPERNAVIK,Greenland
JUZ,QUZHOU,"China, People’s Republic of"
JVA,ANKAVANDRA,Madagascar
JVL,JANESVILLE,United States of America
JWA,JWANENG,Botswana
JWN,ZANJAN,Iran (Islamic Republic of)
JXA,JIXI,"China, People’s Republic of"
JXN,JACKSON,United States of America
JYV,JYVASKYLA,Finland
JZH,JIUZHAIGOU,"China, People’s Republic of"
KAA,KASAMA,Zambia
KAB,KARIBA,Zimbabwe
KAC,KAMISHLY,Syria
KAD,KADUNA,Nigeria
KAE,KAKE,United States of America
KAF,KARATO,Papua New Guinea
KAG,GANGNEUNG,Korea (Rep. of)
KAI,KAIETEUR,Guyana
KAJ,KAJAANI,Finland
KAK,KAR,Papua New Guinea
KAL,KALTAG,United States of America
KAM,KAMARAN ISLAND,Yemen
KAN,KANO,Nigeria
KAO,KUUSAMO,Finland
KAQ,KAMULAI,Papua New Guinea
KAR,KAMARANG,Guyana
KAT,KAITAIA,New Zealand
KAU,KAUHAVA,Finland
KAW,KAWTHAUNG,Myanmar
KAX,KALBARRI,Australia
KAY,WAKAYA ISLAND,Fiji
KAZ,KAU,Indonesia
KBA,KABALA,Sierra Leone
KBC,BIRCH CREEK,United States of America
KBE,BELL ISLAND,United States of America
KBF,KARUBAGA,Indonesia
KBG,KABALEGA FALLS,Uganda
KBH,KAHAMA,Tanzania
KBI,KRIBI,Cameroon
KBJ,KINGS CANYON,Australia
KBK,KLAG BAY,United States of America
KBL,KABUL,Afghanistan
KBM,KABWUM,Papua New Guinea
KBR,KOTA BHARU,Malaysia
KBS,BO,Sierra Leone
KBT,KABEN ISLAND,Marshall Islands
KBV,KRABI,Thailand
KBX,AYAMARU,Indonesia
KBY,STREAKY BAY,Australia
KBZ,KAIKOURA,New Zealand
KCA,KUQA,"China, People’s Republic of"
KCC,COFFMAN COVE,United States of America
KCE,COLLINSVILLE,Australia
KCH,KUCHING,Malaysia
KCL,CHIGNIK,United States of America
KCM,KAHRAMANMARAS,Turkey
KCN,CHERNOFSKI,United States of America
KCO,KOCAELI,Turkey
KCT,KOGGALA,Sri Lanka
KCU,MASINDI,Uganda
KCZ,KOCHI,Japan
KDA,KOLDA,Senegal
KDB,KAMBALDA,Australia
KDC,KANDI,Benin
KDD,KHUZDAR,Pakistan
KDE,KOROBA,Papua New Guinea
KDH,KANDAHAR,Afghanistan
KDI,KENDARI,Indonesia
KDJ,N'DJOLE,Gabon
KDL,KARDLA,Estonia
KDM,KAADEDHDHOO ISLAND,Maldives
KDN,NDENDE,Gabon
KDO,KADHDHOO ISLAND,Maldives
KDP,KANDEP,Papua New Guinea
KDQ,KAMBERATORO,Papua New Guinea
KDR,KANDRIAN,Papua New Guinea
KDS,KAMARAN DOWNS,Australia
KDU,SKARDU,Pakistan
KDV,KADAVU ISLAND,Fiji
KEA,KEISAH,Indonesia
KED,KAEDI,Mauritania
KEE,KELLE,Congo
KEH,KENMORE AIR HARBOR,United States of America
KEI,KEPI,Indonesia
KEJ,KEMEROVO,Russia (in Asia)
KEK,EKWOK,United States of America
KEL,KIEL,Germany
KEM,KEMI/TORNIO,Finland
KEN,KENEMA,Sierra Leone
KEO,ODIENNE,Cote d’Ivoire
KEP,NEPALGANJ,Nepal
KEQ,KEBAR,Indonesia
KER,KERMAN,Iran (Islamic Republic of)
KES,KELSEY,Canada
KET,KENGTUNG,Myanmar
KEV,KUOREVESI,Finland
KEW,KEEWAYWIN,Canada
KEX,KANABEA,Papua New Guinea
KFA,KIFFA,Mauritania
KFE,CLOUDBREAK,Australia
KFG,KALKGURUNG,Australia
KFP,FALSE PASS,United States of America
KFS,KASTAMONU,Turkey
KGA,KANANGA,"Congo, Democratic Republic of"
KGB,KONGE,Papua New Guinea
KGC,KINGSCOTE,Australia
KGD,KALININGRAD,Russia (in Europe)
KGE,KAGHAU ISLAND,Solomon Islands
KGF,KARAGANDA,Kazakhstan
KGG,KEDOUGOU,Senegal
KGH,YONGAI,Papua New Guinea
KGI,KALGOORLIE BOULDER,Australia
KGJ,KARONGA,Malawi
KGK,NEW KOLIGANEK,United States of America
KGL,KIGALI,Rwanda
KGM,KUNGUM,Papua New Guinea
KGS,KOS,Greece
KGT,KANGDING,"China, People’s Republic of"
KGU,KENINGAU,Malaysia
KGW,KAGI,Papua New Guinea
KGX,GRAYLING,United States of America
KGY,KINGAROY,Australia
KHD,KHORRAMABAD,Iran (Islamic Republic of)
KHE,KHERSON,Ukraine
KHG,KASHI,"China, People’s Republic of"
KHH,KAOHSIUNG,Chinese Taipei
KHI,KARACHI,Pakistan
KHJ,KAUHAJOKI,Finland
KHK,KHARK ISLAND,Iran (Islamic Republic of)
KHM,KHAMTI,Myanmar
KHN,NANCHANG,"China, People’s Republic of"
KHS,KHASAB,Oman
KHT,KHOST,Afghanistan
KHV,KHABAROVSK,Russia (in Asia)
KHW,KHWAI RIVER LODGE,Botswana
KHZ,KAUEHI,French Polynesia
KIB,IVANOF BAY,United States of America
KID,KRISTIANSTAD,Sweden
KIE,KIETA,Papua New Guinea
KIF,KINGFISHER LAKE,Canada
KIG,KOINGNAAS,South Africa
KIH,KISH ISLAND,Iran (Islamic Republic of)
KIJ,NIIGATA,Japan
KIM,KIMBERLEY,South Africa
KIN,KINGSTON,Jamaica
KIO,KILI ISLAND,Marshall Islands
KIQ,KIRA,Papua New Guinea
KIR,KERRY,Ireland
KIS,KISUMU,Kenya
KIT,KYTHIRA,Greece
KIU,KIUNGA,Kenya
KIV,CHISINAU,Moldova Rep. of
KIW,KITWE,Zambia
KIY,KILWA MASOKO,Tanzania
KIZ,KIKINONDA,Papua New Guinea
KJA,KRASNOYARSK,Russia (in Asia)
KJH,HUANG PING,"China, People’s Republic of"
KJI,BURQIN,"China, People’s Republic of"
KJK,KORTRIJK,Belgium
KJP,KERAMA,Japan
KJU,KAMIRABA,Papua New Guinea
KKA,KOYUK,United States of America
KKB,KITOI BAY,United States of America
KKC,KHON KAEN,Thailand
KKD,KOKODA,Papua New Guinea
KKE,KERIKERI,New Zealand
KKG,KONAWARUK,Guyana
KKH,KONGIGANAK,United States of America
KKI,AKIACHAK,United States of America
KKJ,KITAKYUSHU,Japan
KKK,KALAKAKET CREEK,United States of America
KKN,KIRKENES,Norway
KKO,KAIKOHE,New Zealand
KKR,KAUKURA,French Polynesia
KKS,KASHAN,Iran (Islamic Republic of)
KKU,EKUK,United States of America
KKW,KIKWIT,"Congo, Democratic Republic of"
KKX,KIKAI,Japan
KKZ,KOH KONG,Cambodia
KLA,KAMPALA,Uganda
KLB,KALABO,Zambia
KLC,KAOLACK,Senegal
KLE,KAELE,Cameroon
KLG,KALSKAG,United States of America
KLH,KOLHAPUR,India (including Andaman Isl.)
KLK,KALOKOL,Kenya
KLL,LEVELOCK,United States of America
KLN,LARSEN BAY,United States of America
KLO,KALIBO,Philippines
KLR,KALMAR,Sweden
KLU,KLAGENFURT,Austria
KLV,KARLOVY VARY,Czech Republic
KLW,KLAWOCK,United States of America
KLX,KALAMATA,Greece
KLY,KALIMA,"Congo, Democratic Republic of"
KLZ,KLEINSEE,South Africa
KMA,KEREMA,Papua New Guinea
KMB,KOINAMBE,Papua New Guinea
KMC,KING KHALID MILITARY CIT,Saudi Arabia
KME,CYANGUGU,Rwanda
KMF,KAMINA,Papua New Guinea
KMG,KUNMING,"China, People’s Republic of"
KMH,KURUMAN,South Africa
KMI,MIYAZAKI,Japan
KMJ,KUMAMOTO,Japan
KMK,MAKABANA,Congo
KML,KAMILEROI,Australia
KMM,KIMAM,Indonesia
KMN,KAMINA,"Congo, Democratic Republic of"
KMO,MANOKOTAK,United States of America
KMP,KEETMANSHOOP,Namibia
KMQ,KOMATSU,Japan
KMR,KARIMUI,Papua New Guinea
KMS,KUMASI,Ghana
KMU,KISIMAYU,Somalia
KMV,KALEMYO,Myanmar
KMX,KHAMIS MUSHAIT,Saudi Arabia
KMY,MOSER BAY,United States of America
KMZ,KAOMA,Zambia
KNA,VINA DEL MAR,Chile
KNB,KANAB,United States of America
KND,KINDU,"Congo, Democratic Republic of"
KNE,KANAINJ,Papua New Guinea
KNG,KAIMANA,Indonesia
KNH,KINMEN,Chinese Taipei
KNJ,KINDAMBA,Congo
KNK,KOKHANOK,United States of America
KNM,KANIAMA,"Congo, Democratic Republic of"
KNN,KANKAN,Guinea
KNQ,KONE,New Caledonia (including Loyalty Islands)
KNS,KING ISLAND,Australia
KNU,KANPUR,India (including Andaman Isl.)
KNV,KNIGHTS INLET,Canada
KNW,NEW STUYAHOK,United States of America
KNX,KUNUNURRA,Australia
KNZ,KENIEBA,Mali
KOA,KONA,United States of America
KOB,KOUTABA,Cameroon
KOC,KOUMAC,New Caledonia (including Loyalty Islands)
KOD,KOTABANGUN,Indonesia
KOE,KUPANG,Indonesia
KOH,KOOLATAH,Australia
KOI,KIRKWALL,United Kingdom
KOI,ORKNEY ISLAND,United Kingdom
KOJ,KAGOSHIMA,Japan
KOK,KOKKOLA/PIETARSAARI,Finland
KOM,KOMO-MANDA,Papua New Guinea
KOO,KONGOLO,"Congo, Democratic Republic of"
KOP,NAKHON PHANOM,Thailand
KOR,KOKORO,Papua New Guinea
KOS,SIHANOUKVILLE,Cambodia
KOT,KOTLIK,United States of America
KOU,KOULAMOUTOU,Gabon
KOV,KOKSHETAU,Kazakhstan
KOW,GANZHOU,"China, People’s Republic of"
KOX,KOKONAO,Indonesia
KOY,OLGA BAY,United States of America
KOZ,OUZINKIE,United States of America
KPA,KOPIAGO,Papua New Guinea
KPB,POINT BAKER,United States of America
KPC,PORT CLARENCE,United States of America
KPE,YAPSIEI,Papua New Guinea
KPI,KAPIT,Malaysia
KPK,PARKS,United States of America
KPM,KOMPIAM,Papua New Guinea
KPN,KIPNUK,United States of America
KPO,POHANG,Korea (Rep. of)
KPP,KALPOWAR,Australia
KPR,PORT WILLIAMS,United States of America
KPS,KEMPSEY,Australia
KPT,JACKPOT,United States of America
KPV,PERRYVILLE,United States of America
KPY,PORT BAILEY,United States of America
KQA,AKUTAN,United States of America
KQL,KOL,Papua New Guinea
KRB,KARUMBA,Australia
KRE,KIRUNDO,Burundi
KRF,KRAMFORS/SOLLEFTEA,Sweden
KRG,KARASABAI,Guyana
KRI,KIKORI,Papua New Guinea
KRJ,KARAWARI,Papua New Guinea
KRK,KRAKOW,Poland
KRL,KORLA,"China, People’s Republic of"
KRN,KIRUNA,Sweden
KRO,KURGAN,Russia (in Asia)
KRP,KARUP,Denmark
KRR,KRASNODAR,Russia (in Europe)
KRS,KRISTIANSAND,Norway
KRT,KHARTOUM,Sudan
KRU,KERAU,Papua New Guinea
KRW,TURKMANBASHI,Turkmenistan
KRX,KAR KAR,Papua New Guinea
KRY,KARAMAY,"China, People’s Republic of"
KRZ,KIRI,"Congo, Democratic Republic of"
KSA,KOSRAE,Micronesia
KSB,KASANOMBE,Papua New Guinea
KSC,KOSICE,Slovak Republic
KSD,KARLSTAD,Sweden
KSE,KASESE,Uganda
KSF,KASSEL,Germany
KSG,KISENGAN,Papua New Guinea
KSH,KERMANSHAH,Iran (Islamic Republic of)
KSI,KISSIDOUGOU,Guinea
KSJ,KASOS ISLAND,Greece
KSK,KARLSKOGA,Sweden
KSL,KASSALA,Sudan
KSM,ST MARY'S,United States of America
KSN,KOSTANAY,Kazakhstan
KSO,KASTORIA,Greece
KSQ,KARSHI,Uzbekistan
KST,KOSTI,Sudan
KSU,KRISTIANSUND,Norway
KSW,KIRYAT SHMONA,Israel
KSY,KARS,Turkey
KSZ,KOTLAS,Russia (in Europe)
KTA,KARRATHA,Australia
KTB,THORNE BAY,United States of America
KTD,KITADAITO,Japan
KTE,KERTEH,Malaysia
KTF,TAKAKA,New Zealand
KTG,KETAPANG,Indonesia
KTK,KANUA,Papua New Guinea
KTL,KITALE,Kenya
KTM,KATHMANDU,Nepal
KTN,KETCHIKAN,United States of America
KTO,KATO,Guyana
KTR,KATHERINE,Australia
KTS,TELLER MISSION,United States of America
KTT,KITTILA,Finland
KTU,KOTA,India (including Andaman Isl.)
KTW,KATOWICE,Poland
KUA,KUANTAN,Malaysia
KUC,KURIA,Kiribati
KUD,KUDAT,Malaysia
KUF,SAMARA,Russia (in Europe)
KUG,KUBIN,Australia
KUH,KUSHIRO,Japan
KUK,KASIGLUK,United States of America
KUL,KUALA LUMPUR,Malaysia
KUM,YAKUSHIMA,Japan
KUN,KAUNAS,Lithuania
KUO,KUOPIO,Finland
KUP,KUPIANO,Papua New Guinea
KUQ,KURI,Papua New Guinea
KUS,KULUSUK,Greenland
KUT,KUTAISI,Georgia
KUU,KULLU,India (including Andaman Isl.)
KUV,GUNSAN,Korea (Rep. of)
KUY,KAMUSI,Papua New Guinea
KVA,KAVALA,Greece
KVB,SKOVDE,Sweden
KVC,KING COVE,United States of America
KVD,GANJA,Azerbaijan
KVE,KITAVA,Papua New Guinea
KVG,KAVIENG,Papua New Guinea
KVK,KIROVSK/APATITY,Russia (in Europe)
KVL,KIVALINA,United States of America
KVU,KOROLEVU,Fiji
KVX,KIROV,Russia (in Europe)
KWA,KWAJALEIN ISLAND,Marshall Islands
KWE,GUIYANG,"China, People’s Republic of"
KWF,WATERFALL,United States of America
KWG,KRIVIY RIH,Ukraine
KWH,KHWAHAN,Afghanistan
KWI,KUWAIT,Kuwait
KWJ,GWANGJU,Korea (Rep. of)
KWK,KWIGILLINGOK,United States of America
KWL,GUILIN,"China, People’s Republic of"
KWM,KOWANYAMA,Australia
KWN,QUINHAGAK,United States of America
KWO,KAWITO,Papua New Guinea
KWP,WEST POINT,United States of America
KWT,KWETHLUK,United States of America
KWV,KURWINA,Papua New Guinea
KWZ,KOLWEZI,"Congo, Democratic Republic of"
KXA,KASAAN,United States of America
KXE,KLERKSDORP,South Africa
KXF,KORO ISLAND,Fiji
KXK,KOMSOMOLSK-NA-AMURE,Russia (in Asia)
KXU,KATIU,French Polynesia
KYA,KONYA,Turkey
KYD,LANYU (ORCHID ISLAND),Chinese Taipei
KYE,TRIPOLI,Lebanon
KYF,YEELIRRIE,Australia
KYI,YALATA MISSION,Australia
KYK,KARLUK,United States of America
KYP,KYAUKPYU,Myanmar
KYS,KAYES,Mali
KYT,KYAUKTU,Myanmar
KYU,KOYUKUK,United States of America
KYX,YALUMET,Papua New Guinea
KYZ,KYZYL,Russia (in Asia)
KZB,ZACHAR BAY,United States of America
KZF,KAINTIBA,Papua New Guinea
KZI,KOZANI,Greece
KZN,KAZAN,Russia (in Europe)
KZO,KYZYLORDA,Kazakhstan
KZR,KUTAHYA,Turkey
KZS,MEGISTI,Greece
LAA,LAMAR,United States of America
LAB,LABLAB,Papua New Guinea
LAD,LUANDA,Angola
LAE,LAE,Papua New Guinea
LAF,LAFAYETTE,United States of America
LAH,LABUHA,Indonesia
LAI,LANNION,France
LAJ,LAGES,Brazil
LAK,AKLAVIK,Canada
LAL,LAKELAND,United States of America
LAM,LOS ALAMOS,United States of America
LAN,LANSING,United States of America
LAO,LAOAG,Philippines
LAP,LA PAZ,Mexico
LAQ,BEIDA,Libya
LAR,LARAMIE,United States of America
LAS,LAS VEGAS,United States of America
LAU,LAMU,Kenya
LAW,LAWTON/FORT SILL,United States of America
LAX,LOS ANGELES,United States of America
LAY,LADYSMITH,South Africa
LAZ,BOM JESUS DA LAPA,Brazil
LBA,LEEDS/BRADFORD,United Kingdom
LBB,LUBBOCK,United States of America
LBD,KHUDZHAND,Tajikistan
LBE,LATROBE,United States of America
LBF,NORTH PLATTE,United States of America
LBI,ALBI,France
LBJ,LABUAN BAJO,Indonesia
LBL,LIBERAL,United States of America
LBP,LONG BANGA,Malaysia
LBQ,LAMBARENE,Gabon
LBR,LABREA,Brazil
LBS,LABASA,Fiji
LBU,LABUAN,Malaysia
LBV,LIBREVILLE,Gabon
LBW,LONG BAWAN,Indonesia
LBX,LUBANG,Philippines
LBY,LA BAULE-ESCOUBLAC,France
LCA,LARNACA,Cyprus
LCB,PONTES E LACERDA,Brazil
LCB,PONTES E LACERDA,Brazil
LCD,LOUIS TRICHARDT,South Africa
LCE,LA CEIBA,Honduras
LCF,RIO DULCE,Guatemala
LCG,LA CORUNA,Spain and Canary Islands
LCH,LAKE CHARLES,United States of America
LCI,LACONIA,United States of America
LCJ,LODZ,Poland
LCL,PINAR DEL RIO,Cuba
LCO,LAGE,Congo
LCR,LA CHORRERA,Colombia
LCV,LUCCA,Italy
LDA,MALDA,India (including Andaman Isl.)
LDB,LONDRINA,Brazil
LDC,LINDEMAN ISLAND,Australia
LDE,LOURDES/TARBES,France
LDG,LESHUKONSKOYE,Russia (in Asia)
LDH,LORD HOW ISLAND,Australia
LDI,LINDI,Tanzania
LDK,LIDKOPING,Sweden
LDN,LAMIDANDA,Nepal
LDO,AURORA,Suriname
LDS,YICHUN (HEILONGJIANG),"China, People’s Republic of"
LDU,LAHAD DATU,Malaysia
LDW,LANSDOWNE STATION,Australia
LDY,LONDONDERRY,United Kingdom
LDZ,LONDOLOZI,South Africa
LDZ,LONDOLOZI,South Africa
LEA,LEARMONTH,Australia
LEB,HANOVER,United States of America
LEB,LEBANON,United States of America
LEB,WHITE RIVER,United States of America
LEC,LENCOIS,Brazil
LED,ST PETERSBURG,Russia (in Europe)
LEF,LEBAKENG,Lesotho
LEG,ALEG,Mauritania
LEH,LE HAVRE,France
LEI,ALMERIA,Spain and Canary Islands
LEJ,LEIPZIG/HALLE,Germany
LEK,LABE,Guinea
LEL,GAPUWIYAK,Australia
LEN,LEON,Spain and Canary Islands
LEP,LEOPOLDINA,Brazil
LEQ,LAND'S END,United Kingdom
LER,LEINSTER,Australia
LES,LESOBENG,Lesotho
LET,LETICIA,Colombia
LEU,SEO DE URGEL,Spain and Canary Islands
LEV,LUVEKA,Fiji
LEW,AUBURN,United States of America
LEW,LEWISTON,United States of America
LEX,LEXINGTON,United States of America
LFB,LUMBO,Mozambique
LFB,NAMPULA,Mozambique
LFI,HAMPTON,United States of America
LFK,LUFKIN ANGELINA COUNTY,United States of America
LFO,KELAFO,Ethiopia
LFP,LAKEFIELD,Australia
LFQ,LINFEN,"China, People’s Republic of"
LFR,LA FRIA,Venezuela
LFT,LAFAYETTE,United States of America
LFT,NEW IBERIA,United States of America
LFW,LOME,Togo
LGB,LONG BEACH,United States of America
LGE,LAKE GREGORY,Australia
LGG,LIEGE,Belgium
LGH,LEIGH CREEK,Australia
LGI,DEADMANS CAY,Bahamas
LGK,LANGKAWI,Malaysia
LGL,LONG LELLANG,Malaysia
LGM,LAIAGAM,Papua New Guinea
LGN,LINGA LINGA,Papua New Guinea
LGO,LANGEEOG,Germany
LGP,LEGASPI,Philippines
LGQ,LAGO AGRIO,Ecuador
LGS,MALARGUE,Argentina
LGU,LOGAN,United States of America
LGX,LUGH GANANE,Somalia
LGY,LAGUNILLAS,Venezuela
LGZ,LEGUIZAMO,Colombia
LHE,LAHORE,Pakistan
LHG,LIGHTNING RIDGE,Australia
LHI,LEREH,Indonesia
LHN,LISHAN,Chinese Taipei
LHP,LEHU,Papua New Guinea
LHU,LIANSHULU,Namibia
LHW,LANZHOU,"China, People’s Republic of"
LIB,LIMBUNYA STATION,Australia
LIE,LIBENGE,"Congo, Democratic Republic of"
LIF,LIFOU,New Caledonia (including Loyalty Islands)
LIG,LIMOGES,France
LIH,LIHUE,United States of America
LII,MULIA,Indonesia
LIJ,LONG ISLAND,United States of America
LIK,LIKIEP ISLAND,Marshall Islands
LIL,LILLE,France
LIM,LIMA,Peru
LIO,LIMON,Costa Rica
LIP,LINS,Brazil
LIQ,LISALA,"Congo, Democratic Republic of"
LIR,LIBERIA,Costa Rica
LIS,LISBON,Portugal (including Azores & Madeira)
LIT,LITTLE ROCK,United States of America
LIW,LOIKAW,Myanmar
LIX,LIKOMA ISLAND,Malawi
LJA,LODJA,"Congo, Democratic Republic of"
LJG,LIJIANG,"China, People’s Republic of"
LJN,LAKE JACKSON/ANGLETON,United States of America
LJU,LJUBLJANA,Slovenia
LKA,LARANTUKA,Indonesia
LKB,LAKEBA ISLAND,Fiji
LKC,LEKANA,Congo
LKG,LOKICHOGIO,Kenya
LKH,LONG AKAH,Malaysia
LKL,LAKSELV,Norway
LKN,LEKNES,Norway
LKO,LUCKNOW,India (including Andaman Isl.)
LKP,LAKE PLACID,United States of America
LKV,LAKEVIEW,United States of America
LKY,LAKE MANYARA,Tanzania
LLA,LULEA,Sweden
LLB,LIBO,"China, People’s Republic of"
LLF,YONGZHOU,"China, People’s Republic of"
LLG,CHILLAGOE,Australia
LLI,LALIBELA,Ethiopia
LLJ,LUBUK LINGGAU,Indonesia
LLK,LANKARAN,Azerbaijan
LLN,KELILA,Indonesia
LLO,PALOPO,Indonesia
LLS,LAS LOMITAS,Argentina
LLU,ALLUITSUP PAA,Greenland
LLV,LULIANG,"China, People’s Republic of"
LLW,LILONGWE,Malawi
LMA,LAKE MINCHUMINA,United States of America
LMB,SALIMA,Malawi
LMC,LA MACARENA,Colombia
LMD,LOS MENUCO,Argentina
LME,LE MANS,France
LMG,LAMASSA,Papua New Guinea
LMI,LUMI,Papua New Guinea
LML,LAE ISLAND,Marshall Islands
LMM,LOS MOCHIS,Mexico
LMN,LIMBANG,Malaysia
LMP,LAMPEDUSA,Italy
LMT,KLAMATH FALLS,United States of America
LMY,LAKE MURRAY,Papua New Guinea
LNB,LAMEN BAY,Vanuatu
LNC,LENGBATI,Papua New Guinea
LND,LANDER,United States of America
LNE,LONORORE,Vanuatu
LNF,MUNBIL,Papua New Guinea
LNG,LESE,Papua New Guinea
LNH,LAKE NASH,Australia
LNJ,LINCANG,"China, People’s Republic of"
LNK,LINCOLN,United States of America
LNL,LONGNAN,"China, People’s Republic of"
LNM,LANGIMAR,Papua New Guinea
LNO,LEONORA,Australia
LNP,WISE,United States of America
LNQ,LOANI,Papua New Guinea
LNS,LANCASTER,United States of America
LNV,LIHIR ISLAND,Papua New Guinea
LNY,LANAI CITY,United States of America
LNZ,LINZ,Austria
LOA,LORRAINE,Australia
LOD,LONGANA,Vanuatu
LOE,LOEI,Thailand
LOF,LOEN ISLAND,Marshall Islands
LOH,LOJA,Ecuador
LOM,LAGOS DE MORENO,Mexico
LON,LONDON,United Kingdom
LOP,PRAYA,Indonesia
LOQ,LOBATSE,Botswana
LOS,LAGOS,Nigeria
LOV,MONCLOVA,Mexico
LOZ,LONDON/CORBIN,United States of America
LPA,GRAN CANARIA,Spain and Canary Islands
LPA,LAS PALMAS,Spain and Canary Islands
LPB,LA PAZ,Bolivia
